

*** Refreshing session trace for:	/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh (pid=0x1820c, version=22.9.0)
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** Machine UUID:			9E61.6EC0.89B3.A499
*** Facilities to trace:

DTF_DSI@DTP_NORMAL(0001)
DTF_COREAUDIO@DTP_NORMAL(0006)
DTF_GOLDSMITH@DTP_LOW(0034)
DTF_CORE_ENGINE_SETTINGS@DTP_LOWEST(0e0c)
DTF_AAXH_CLIENT@DTP_LOWEST(0f0a)

Time(s),Tid,Facility : Debug Message
failed sequence '""', user input 'debug_max', failure reason - got non empty input when expected empty element
125222.942672,00103,0034: before calling execute
125222.942686,00103,0034: DSH_TParameter::SetFromAny - set parameter "debuglevel" to "15"
125222.942760,00103,0f0a: Initialize: enter
125222.942762,00103,0f0a: Initialize: exit (2 us)
125222.942789,00103,0f0a: AAXHShell_SetDebugLevel: returning true
125222.942794,00103,0f0a: AAXHShell_GetDebugLevel: returning true
125222.942800,00103,0034: execute succeeded
125222.942803,00103,0034: before writing message
125222.942917,00103,0034: writing message completed
125222.942919,00103,0034: waiting for command
125222.943584,00103,0034: cmd: "loadpi"
125222.943592,00103,0034: got: "--- "/Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin""
125222.943594,00103,0034: got: "..."
125222.943598,00103,0034: yaml parsing succeeded
125222.943636,00103,0034: parsed params:
--- /Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin
125222.943639,00103,0034: got command
125222.943641,00103,0034: before check input parameters
125222.943642,00103,0034: cmd: loadpi
125222.943663,00103,0034: before calling execute
125222.943671,00103,0034: DSH_TParameter::SetFromAny - set parameter "path" to "/Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin"
125222.943694,00103,0f0a: AAXHShell_CCommandManager::CreateList - created command list id: 0
125222.943696,00103,0f0a: AAXHShell_CreateCommandList: returning true
125222.943703,00103,0f0a: AAXHShell_AddCommandListData: returning true
125222.943704,00103,0f0a: AAXHShell_AddCommandListData: returning true
125222.943709,00103,0f0a: AAXHShell_CCommandManager::Push - pushed command to command list id: 0
125222.943710,00103,0f0a: AAXHShell_PushCommandLoadPlugIn: returning true
125222.943711,00103,0f0a: AAXHShell_CCommandManager::DoActionOnList - executing action: 0, command list id: 0
125222.943715,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Execute: enter
125222.943716,00103,0f0a: LoadPlugIn: enter
125222.943717,00103,0f0a:   path: /Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin
125222.952807,00103,0f0a: AAXHShell_CPlugInManager::LoadPlugIn succeeded - id: 0, collection: 0x600000ca5260, plug-in: /Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin
125222.952814,00103,0f0a: LoadPlugIn: exit (9098 us)
125222.952815,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Execute: exit (9100 us)
125222.952820,00103,0f0a: AAXHShell_ExecuteCommandList: returning true
125222.952827,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.952844,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.952853,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.952863,00103,0f0a: AAXHShell_GetPlugInPath: returning true
125222.952873,00103,0034: execute succeeded
125222.952876,00103,0034: before writing message
125222.953006,00103,0034: writing message completed
125222.953008,00103,0034: waiting for command
125222.953479,00103,0034: cmd: "listeffects"
125222.953483,00103,0034: got: "--- 0"
125222.953484,00103,0034: got: "..."
125222.953490,00103,0034: yaml parsing succeeded
125222.953514,00103,0034: parsed params:
--- 0
125222.953518,00103,0034: got command
125222.953519,00103,0034: before check input parameters
125222.953520,00103,0034: cmd: listeffects
125222.953540,00103,0034: 
failed sequence '""', user input '0', failure reason - got non empty input when expected empty element
125222.953564,00103,0034: before calling execute
125222.953576,00103,0034: DSH_TParameter::SetFromAny - set parameter "plugin" to "0"
125222.953581,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.953585,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.953588,00103,0f0a: AAXHShell_GetPlugInPath: returning true
125222.953591,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.953593,00103,0f0a: AAXHShell_GetNumberOfEffects: returning true
125222.953594,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.953598,00103,0f0a: AAXHShell_GetEffectIDByIndex: returning true
125222.953629,00103,0034: execute succeeded
125222.953634,00103,0034: before writing message
125222.953833,00103,0034: writing message completed
125222.953836,00103,0034: waiting for command
125222.954730,00103,0034: cmd: "getdescription"
125222.954734,00103,0034: got: "---"
125222.954736,00103,0034: got: "plugin: 0"
125222.954737,00103,0034: got: "effect: 0"
125222.954739,00103,0034: got: "stringformat: yaml"
125222.954741,00103,0034: got: "..."
125222.954746,00103,0034: yaml parsing succeeded
125222.954874,00103,0034: parsed params:
---
effect: 0
plugin: 0
stringformat: yaml
125222.954881,00103,0034: got command
125222.954883,00103,0034: before check input parameters
125222.954883,00103,0034: cmd: getdescription
125222.955078,00103,0034: 
failed sequence '"[plugin_listval, effect_listval]"' matching element '[plugin_listval, effect_listval]' with user input '{effect: 0, plugin: 0, stringformat: yaml}', failure reason - not a list
125222.955206,00103,0034: before calling execute
125222.955219,00103,0034: DSH_TParameter::SetFromAny - set parameter "effect" to "0"
125222.955223,00103,0034: DSH_TParameter::SetFromAny - set parameter "plugin" to "0"
125222.955228,00103,0034: DSH_TParameter::SetFromAny - set parameter "stringformat" to "2"
125222.955235,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.955454,00103,0f0a: AAXHShell_GetEffectDescriptionSize: returning true
125222.955457,00103,0f0a: AAXHShell_GetCommandListData: returning true
125222.955460,00103,0f0a: AAXHShell_GetEffectDescription: returning true
125222.957737,00103,0034: execute succeeded
125222.957792,00103,0034: before writing message
125222.960354,00103,0034: writing message completed
125222.960386,00103,0034: waiting for command
125222.963166,00103,0034: cmd: "exit"
125222.963170,00103,0034: got: "--- "
125222.963171,00103,0034: got: "..."
125222.963175,00103,0034: yaml parsing succeeded
125222.963178,00103,0034: parsed params:
--- ~
125222.963180,00103,0034: got command
125222.963181,00103,0034: before check input parameters
125222.963182,00103,0034: before calling execute
125222.963185,00103,0034: execute succeeded
125222.963186,00103,0034: before writing message
125222.963255,00103,0034: writing message completed
125222.963411,00103,0f0a: AAXHShell_CCommandManager::DoActionOnList - executing action: 1, command list id: 0
125222.963415,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Undo: enter
125222.963416,00103,0f0a: UnloadPlugIn: enter
125222.963417,00103,0f0a:   pi: 0
125222.963450,00103,0f0a: UnloadPlugIn: exit (34 us)
125222.963452,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Undo: exit (36 us)
125222.963454,00103,0f0a: AAXHShell_UndoCommandList: returning true
125222.963458,00103,0f0a: AAXHShell_DeleteCommandList: returning true
125222.963459,00103,0f0a: AAXHShell_UndoAndDeleteCommandList: returning true
125222.963482,00103,0f0a: Teardown: enter
125222.963486,00103,0f0a: Teardown: exit (3 us)
125222.963638,00103,0034: AAXDishCommon::CSharedData deleted
125222.963640,00103,0034: dish finalized


 *** DigiTrace Log Complete ***
