

*** Digidesign Session Trace for:	/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh (pid=0x17700, version=22.9.0)
*** Build Details:			Build: Desktop (2022-r3-aax-toolkit); Branch: ProTools_2022.R3.X; InternalVersion: 2022.R3.0; Target: Debug(1); Build: n/a 
*** Starting Timestamp:		Wednesday, 11 January 2023, 9:42:09 p.m. Central Standard Time (123072148906 uS)
*** System Details:			OS Version: 12.6,1, CPU Speed:  2.4 gHz, Architecture: Intel 64 bit, Num Processors: 8 logical 8 physical, Memory: 16384 MB
*** Build Date:				Sep 27 2022
*** Expected Release Date:		2022-09-28
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** Machine UUID:			9E61.6EC0.89B3.A499
*** Facilities to trace:

DTF_DSI@DTP_NORMAL(0001)
DTF_COREAUDIO@DTP_NORMAL(0006)
DTF_GOLDSMITH@DTP_LOW(0034)
DTF_CORE_ENGINE_SETTINGS@DTP_LOWEST(0e0c)
DTF_AAXH_CLIENT@DTP_LOWEST(0f0a)

Time(s),Tid,Facility : Debug Message
---------------------------------------------------------------------------
123072.200218,00103,0034: register handler for signal: 2
123072.200222,00103,0034: register handler for signal: 15
123072.200224,00103,0034: register handler for signal: 11
123072.200226,00103,0034: register handler for signal: 6
123072.200227,00103,0034: register handler for signal: 4
123072.200229,00103,0034: register handler for signal: 8
123072.200231,00103,0034: register handler for signal: 3
123072.200233,00103,0034: register handler for signal: 1
123072.200235,00103,0034: register handler for signal: 13
123072.200237,00103,0034: register handler for signal: 10
123072.200239,00103,0034: register handler for signal: 12
123072.200753,00103,0034: yaml parsing succeeded
123072.200926,00103,0034: yaml parsing succeeded
123072.200997,00103,0034: yaml parsing succeeded
123072.201064,00103,0034: yaml parsing succeeded
123072.201420,00103,0034: yaml parsing succeeded
123072.201950,00103,0034: yaml parsing succeeded
123072.202464,00103,0034: yaml parsing succeeded
123072.202526,00103,0034: yaml parsing succeeded
123072.202767,00103,0034: yaml parsing succeeded
123072.202845,00103,0034: waiting for command
123072.202858,00103,0034: cmd: "clear_trace_config"
123072.202860,00103,0034: got: "--- "
123072.202861,00103,0034: got: "..."
123072.202865,00103,0034: yaml parsing succeeded
123072.202868,00103,0034: parsed params:
--- ~
123072.202870,00103,0034: got command
123072.202872,00103,0034: before check input parameters
123072.202874,00103,0034: before calling execute


 *** DigiTrace Log Complete ***
